Property_ID,Latitude,Longitude,Property_Price,Property_Size_sqft,Bedrooms,Bathrooms,Property_Type,Transaction_Type,Consumer_Income,Consumer_Age,Purchase_Score,Distance_to_City_km,Region
934,11.565072,79.678108,105604,2414,4,1,House,Sale,106054,42,7.19,46.74,West
935,9.370224,78.716464,395992,720,5,3,Villa,Sale,87069,61,6.35,9.94,North
936,9.231086,76.523276,401129,2071,3,4,Apartment,Sale,91353,34,7.11,23.46,West
937,8.481976,76.843355,299931,1954,3,1,Villa,Sale,64517,60,7.34,4.57,West
938,9.360055,78.560466,63960,1561,2,1,Villa,Sale,54097,22,6.91,1.01,East
939,12.080176,76.650823,123450,2802,5,4,Villa,Sale,124266,63,6.61,49.39,South
940,12.343527,78.302775,254011,2112,3,3,Apartment,Rent,147136,25,5.98,27.32,East
941,11.811638,78.455172,428497,3807,1,4,Villa,Sale,60680,51,1.92,34.89,East
942,10.656182,77.384406,222333,1627,3,1,Apartment,Sale,121358,50,2.94,5.45,East
943,8.392998,77.608511,305346,1032,4,4,Villa,Rent,75587,23,6.01,40.92,South
944,9.663635,76.038681,210334,3810,4,3,Apartment,Sale,88605,62,1.01,39.87,East
945,11.512502,78.874893,72694,870,5,3,House,Sale,131594,39,5.4,12.55,South
946,12.264817,77.275359,330487,1310,2,1,House,Sale,74431,68,4.72,17.7,West
947,12.026706,77.581476,429888,2541,2,1,House,Rent,123362,24,8.68,15.13,South
948,8.312777,77.382732,498007,669,3,3,Apartment,Rent,107112,58,7.88,35.78,South
949,9.368377,77.593757,367060,3376,5,1,Apartment,Sale,52041,69,1.61,40.95,North
950,8.562557,77.361494,137404,3404,3,1,House,Rent,25667,49,6.77,22.18,East
951,12.407681,78.401464,115060,2766,2,1,House,Rent,27841,66,2.65,44.51,East
952,9.832443,76.493322,287910,2479,2,4,House,Sale,133362,52,5.49,19.05,North
953,8.804153,77.264393,108236,2452,2,3,Apartment,Sale,60155,21,8.56,18.97,East
954,8.413053,77.373381,354221,1547,3,1,Apartment,Sale,27414,22,8.4,5.51,West
955,8.452139,77.007607,201461,3937,5,1,House,Rent,73281,56,2.6,17.89,South
956,9.927782,76.428771,359312,3425,2,4,House,Sale,55163,45,2.85,22.89,West
957,11.459639,79.163292,61546,3292,5,4,House,Sale,82285,31,2.6,4.59,West
958,10.069621,76.628971,376750,900,5,1,Villa,Rent,108297,37,1.85,13.66,East
959,10.471811,77.292992,196770,1955,4,1,House,Rent,52444,63,4.71,40.09,South
960,9.304483,77.930581,396331,1050,1,2,Apartment,Sale,124943,47,7.13,24.49,South
961,11.845673,78.518616,303526,3268,2,2,House,Sale,115292,57,2.26,2.11,East
962,8.636095,79.383433,275776,3863,2,3,Apartment,Sale,55896,35,8.33,33.58,South
963,12.781374,79.382938,264133,2058,2,3,House,Rent,117753,28,1.42,34.25,North
964,12.407295,79.023695,265570,2049,3,1,Apartment,Sale,107221,51,9.08,3.07,West
965,11.690859,76.691578,340517,2569,4,3,House,Rent,26301,31,1.94,49.45,East
966,12.654145,79.481368,411417,3325,5,4,House,Rent,23659,32,1.71,27.81,West
967,12.08193,77.630049,176653,1911,1,3,Villa,Rent,31354,40,6.66,7.52,East
968,8.524446,77.147554,126922,2838,2,4,Apartment,Sale,66259,65,6.84,31.64,West
969,9.897114,78.183142,64000,1666,3,4,Apartment,Rent,126643,23,8.52,40.06,West
970,12.731277,77.461468,279555,3869,4,2,House,Rent,104318,66,4.44,43.25,West
971,8.161022,78.903395,184698,3637,2,1,Villa,Sale,29119,40,2.6,14.56,South
972,10.144633,77.835181,476622,2489,5,1,Apartment,Rent,24738,48,4.33,23.87,South
973,10.621212,76.753664,328224,2724,4,1,Villa,Rent,128600,57,2.8,32.17,South
974,11.630146,77.970816,179306,1272,3,4,House,Sale,54840,28,9.19,49.72,South
975,11.140074,77.592969,283424,3954,4,4,Apartment,Sale,25017,37,7.18,48.83,North
976,9.588002,79.55236,471490,1447,2,1,Villa,Sale,44317,23,7.73,22.03,East
977,11.024311,78.056968,114747,710,4,4,Villa,Sale,128559,45,7.07,31.29,West
978,8.997117,77.070328,107693,1422,5,2,Apartment,Sale,109800,70,4.01,19.12,North
979,9.024867,76.381973,128386,3681,5,1,Apartment,Sale,21696,40,2.3,2.56,East
980,10.475305,78.942408,153592,3576,3,2,House,Rent,70685,23,5.78,41.6,South
981,9.863148,77.163657,374988,722,4,3,House,Rent,21115,43,6.07,21.23,South
982,9.421961,79.633555,390918,2529,2,1,Villa,Sale,146377,43,8.68,16.47,South
983,8.042096,76.817698,209919,2869,3,1,Apartment,Sale,80968,24,8.79,23.48,North
984,12.677002,78.496424,167881,3755,4,4,Villa,Rent,40849,37,1.01,27.06,South
985,11.509506,76.800344,448552,1962,2,2,House,Rent,67401,39,1.08,48.14,South
986,10.314846,78.989284,327738,3270,1,3,House,Rent,42724,27,1.44,21.68,East
987,11.814644,77.386464,77070,623,3,3,Apartment,Rent,39156,25,2.88,32.44,North
988,10.943604,78.722502,76434,2524,5,3,Apartment,Sale,110145,59,5.16,44.21,West
989,8.582636,79.896899,365460,3331,5,2,Apartment,Rent,59750,42,3.22,41.28,East
990,9.885525,77.140897,225159,893,3,2,Apartment,Sale,95889,50,4.28,26.59,South
991,12.336698,78.173863,84259,3088,1,1,Apartment,Sale,81923,61,1.35,2.61,West
992,9.058731,77.529379,312238,3857,1,4,Villa,Rent,26288,44,3.81,14.75,East
993,8.697166,76.122743,63044,1268,5,4,House,Rent,100365,52,8.38,33.65,East
994,12.30135,77.292891,210385,1233,4,3,House,Sale,78750,56,2.96,21.65,West
995,9.767618,77.680221,238745,2602,1,1,Apartment,Sale,110903,25,3.36,18.33,West
996,11.675211,76.733252,464235,1583,2,1,House,Rent,129492,46,9.69,41.63,East
997,11.41987,76.35111,114125,1550,2,2,House,Rent,80166,46,6.81,15.71,West
998,10.837808,79.1356,141179,2046,5,3,Villa,Rent,145049,57,1.33,3.06,North
999,12.543993,76.475681,146410,1448,1,1,Apartment,Rent,72131,65,3.81,6.3,North
1000,8.470149,76.593443,356886,2638,5,2,Villa,Sale,134307,43,2.75,9.88,East
